,case:concept:name,concept:name,time:timestamp
515,Case 112,Closed,2011-11-08 09:00:20
516,Case 113,Insert ticket,2010-05-06 15:51:48
517,Case 113,Assign seriousness,2010-05-24 10:23:15
518,Case 113,Take in charge ticket,2010-05-25 13:48:24
519,Case 113,Resolve ticket,2010-05-25 14:11:28
520,Case 113,Closed,2010-06-09 14:11:39
521,Case 114,Assign seriousness,2013-09-11 12:51:59
522,Case 114,Take in charge ticket,2013-09-11 12:52:24
523,Case 114,Wait,2013-09-25 12:28:56
524,Case 114,Take in charge ticket,2013-10-01 12:14:10
525,Case 114,Wait,2013-10-07 07:20:45
526,Case 114,Resolve ticket,2013-10-07 10:35:46
527,Case 114,Closed,2013-10-22 10:36:06
528,Case 115,Assign seriousness,2013-02-14 11:54:22
529,Case 115,Take in charge ticket,2013-03-04 09:19:59
530,Case 115,Wait,2013-03-04 09:20:40
531,Case 115,Wait,2013-03-04 09:20:40
532,Case 115,Resolve ticket,2013-03-21 13:52:57
533,Case 115,Closed,2013-04-05 12:53:14
534,Case 116,Assign seriousness,2011-04-08 13:02:03
535,Case 116,Take in charge ticket,2011-04-08 13:02:38
536,Case 116,Resolve ticket,2011-04-08 13:07:10
537,Case 116,Closed,2011-05-30 13:11:18
538,Case 117,Assign seriousness,2012-07-19 10:59:25
539,Case 117,Take in charge ticket,2012-07-20 08:49:34
540,Case 117,Resolve ticket,2012-07-20 14:44:15
541,Case 117,Closed,2012-09-06 11:00:48
542,Case 118,Assign seriousness,2011-03-07 11:02:24
543,Case 118,Take in charge ticket,2011-03-07 11:02:41
544,Case 118,Resolve ticket,2011-03-07 13:14:21
545,Case 118,Closed,2011-04-13 10:10:26
546,Case 119,Assign seriousness,2011-12-05 14:22:17
547,Case 119,Take in charge ticket,2011-12-05 14:58:56
548,Case 119,Resolve ticket,2011-12-13 09:22:04
549,Case 119,Closed,2012-02-02 14:30:45
550,Case 120,Assign seriousness,2012-04-24 14:07:03
551,Case 120,Take in charge ticket,2012-05-08 10:53:06
552,Case 120,Wait,2012-05-08 12:31:30
553,Case 120,Resolve ticket,2012-05-08 14:04:27
554,Case 120,Closed,2012-05-25 15:41:47
555,Case 121,Assign seriousness,2011-02-09 13:28:58
556,Case 121,Take in charge ticket,2011-02-09 14:21:02
557,Case 121,Resolve ticket,2011-02-09 14:21:46
558,Case 121,Closed,2011-04-02 14:15:17
559,Case 122,Assign seriousness,2011-02-14 15:23:08
560,Case 122,Take in charge ticket,2011-02-15 11:17:46
561,Case 122,Resolve ticket,2011-02-15 11:52:47
562,Case 122,Closed,2011-03-30 14:30:33
563,Case 123,Assign seriousness,2011-05-06 07:33:07
564,Case 123,Take in charge ticket,2011-05-06 07:33:39
565,Case 123,Wait,2011-05-06 12:55:50
566,Case 123,Take in charge ticket,2011-05-12 13:45:43
567,Case 123,Resolve ticket,2011-05-12 13:45:54
568,Case 123,Closed,2011-06-19 08:30:40
569,Case 124,Assign seriousness,2012-06-07 15:31:32
570,Case 124,Take in charge ticket,2012-06-08 06:47:21
571,Case 124,Resolve ticket,2012-06-08 06:47:30
572,Case 124,Closed,2012-07-21 15:40:33
573,Case 125,Assign seriousness,2010-08-19 09:48:49
574,Case 125,Take in charge ticket,2010-08-19 09:49:49
575,Case 125,Wait,2010-08-19 10:07:15
576,Case 125,Take in charge ticket,2010-09-13 08:15:21
577,Case 125,Resolve ticket,2010-09-13 08:49:39
578,Case 125,Closed,2010-09-28 08:49:59
579,Case 126,Assign seriousness,2012-07-25 15:34:31
580,Case 126,Assign seriousness,2012-08-27 13:28:50
581,Case 126,Resolve ticket,2012-08-27 14:18:05
582,Case 126,Closed,2012-09-11 14:18:23
583,Case 127,Assign seriousness,2010-03-12 09:28:49
584,Case 127,Take in charge ticket,2010-03-12 09:29:00
585,Case 127,Resolve ticket,2010-03-12 09:37:27
586,Case 127,Closed,2010-04-14 08:30:56
587,Case 128,Assign seriousness,2011-11-28 08:10:27
588,Case 128,Resolve ticket,2011-11-28 09:46:59
589,Case 128,Resolve ticket,2011-11-28 09:46:59
590,Case 128,Closed,2011-12-31 08:20:48
591,Case 129,Assign seriousness,2013-04-05 16:15:52
592,Case 129,Resolve ticket,2013-04-23 15:50:35
593,Case 129,Closed,2013-05-08 15:50:57
594,Case 130,Insert ticket,2010-04-08 08:58:03
595,Case 130,Assign seriousness,2010-04-08 09:01:05
596,Case 130,Take in charge ticket,2010-04-08 09:01:11
597,Case 130,Resolve ticket,2010-04-08 09:01:19
598,Case 130,Closed,2010-05-11 09:00:24
599,Case 130,Closed,2010-05-11 09:00:24
600,Case 131,Assign seriousness,2013-08-12 07:13:49
601,Case 131,Take in charge ticket,2013-08-12 07:14:44
602,Case 131,Resolve ticket,2013-09-09 08:36:00
603,Case 131,Closed,2013-09-24 08:36:13
604,Case 132,Assign seriousness,2012-06-21 12:50:46
605,Case 132,Take in charge ticket,2012-06-21 13:30:02
606,Case 132,Wait,2012-06-21 14:32:08
607,Case 132,Resolve ticket,2012-06-25 12:03:33
608,Case 132,Closed,2012-08-02 09:30:26
609,Case 133,Assign seriousness,2011-01-26 11:24:58
610,Case 133,Assign seriousness,2011-01-26 11:59:56
611,Case 133,Take in charge ticket,2011-01-26 12:00:03
612,Case 133,Resolve ticket,2011-01-28 14:29:17
613,Case 133,Closed,2011-03-11 11:30:34
614,Case 134,Assign seriousness,2011-04-19 14:42:45
615,Case 134,Take in charge ticket,2011-04-19 14:45:25
616,Case 134,Resolve ticket,2011-04-19 14:45:42
617,Case 134,Closed,2011-06-02 14:50:17
618,Case 135,Assign seriousness,2011-02-08 11:57:41
619,Case 135,Take in charge ticket,2011-02-08 11:58:01
620,Case 135,Wait,2011-02-10 08:27:30
621,Case 135,Take in charge ticket,2011-02-14 12:01:11
622,Case 135,Resolve ticket,2011-02-14 12:02:59
623,Case 135,Take in charge ticket,2011-03-03 09:46:37
624,Case 135,Resolve ticket,2011-03-03 14:05:29
625,Case 135,Closed,2011-04-02 14:15:17
626,Case 136,Assign seriousness,2012-06-06 14:48:56
627,Case 136,Take in charge ticket,2012-06-07 12:19:44
628,Case 136,Resolve ticket,2012-06-08 07:13:29
629,Case 136,Closed,2012-07-07 14:50:30
630,Case 137,Assign seriousness,2011-08-05 13:00:13
631,Case 137,Take in charge ticket,2011-08-11 10:30:47
632,Case 137,Wait,2011-08-12 13:42:55
633,Case 137,Resolve ticket,2011-08-19 12:25:37
634,Case 137,Closed,2011-09-07 13:10:56
635,Case 138,Assign seriousness,2012-03-02 09:13:46
636,Case 138,Take in charge ticket,2012-03-02 09:13:56
637,Case 138,Resolve ticket,2012-03-02 09:34:03
638,Case 138,Closed,2012-04-06 08:20:51
639,Case 139,Assign seriousness,2010-04-19 07:44:31
640,Case 139,Take in charge ticket,2010-04-19 09:15:20
641,Case 139,Resolve ticket,2010-04-19 09:26:05
642,Case 139,Closed,2010-05-26 07:50:40
643,Case 140,Assign seriousness,2013-04-23 16:07:34
644,Case 140,Take in charge ticket,2013-06-07 08:55:58
645,Case 140,Resolve ticket,2013-06-07 09:05:27
646,Case 140,Closed,2013-06-22 09:05:45
647,Case 141,Assign seriousness,2011-01-12 10:39:32
648,Case 141,Take in charge ticket,2011-01-12 10:39:56
649,Case 141,Wait,2011-01-12 10:50:26
650,Case 141,Take in charge ticket,2011-01-12 11:07:51
651,Case 141,Wait,2011-01-12 11:34:34
652,Case 141,Take in charge ticket,2011-01-26 09:25:14
653,Case 141,Resolve ticket,2011-01-26 09:26:04
654,Case 141,Closed,2011-02-15 08:31:10
655,Case 142,Assign seriousness,2012-03-07 11:00:05
656,Case 142,Take in charge ticket,2012-03-08 13:53:36
657,Case 142,Resolve ticket,2012-03-09 14:48:25
658,Case 142,Closed,2012-04-07 10:11:18
659,Case 143,Assign seriousness,2012-12-21 09:23:59
660,Case 143,Take in charge ticket,2012-12-21 09:24:16
661,Case 143,Wait,2012-12-21 16:05:12
662,Case 143,Resolve ticket,2013-01-08 09:46:26
663,Case 143,Closed,2013-01-23 09:46:46
664,Case 144,Assign seriousness,2013-06-12 15:58:52
665,Case 144,Take in charge ticket,2013-06-19 07:52:40
666,Case 144,Wait,2013-06-19 07:53:36
667,Case 144,Resolve ticket,2013-07-03 16:58:29
668,Case 144,Closed,2013-07-18 16:58:49
669,Case 145,Assign seriousness,2013-08-07 13:19:28
670,Case 145,Take in charge ticket,2013-08-21 08:58:38
671,Case 145,Require upgrade,2013-08-23 12:54:00
672,Case 145,Wait,2013-08-23 13:24:54
673,Case 145,Resolve ticket,2013-09-09 15:32:15
674,Case 145,Closed,2013-09-24 15:32:34
675,Case 146,Assign seriousness,2010-10-05 14:55:27
676,Case 146,Take in charge ticket,2010-10-05 15:09:10
677,Case 146,Resolve ticket,2010-10-05 15:09:39
678,Case 146,Closed,2010-11-05 16:00:53
679,Case 147,Assign seriousness,2013-01-14 14:44:14
680,Case 147,Take in charge ticket,2013-02-06 17:06:37
681,Case 147,Resolve ticket,2013-02-13 09:10:51
682,Case 147,Closed,2013-02-28 09:11:10
683,Case 148,Assign seriousness,2012-01-09 11:19:35
684,Case 148,Take in charge ticket,2012-01-09 16:14:26
685,Case 148,Resolve ticket,2012-01-09 16:14:53
686,Case 148,Resolve ticket,2012-01-09 16:14:53
687,Case 148,Closed,2012-02-09 11:20:25
688,Case 149,Assign seriousness,2011-02-09 14:35:27
689,Case 149,Take in charge ticket,2011-02-09 15:16:21
690,Case 149,Resolve ticket,2011-02-09 15:24:44
691,Case 149,Closed,2011-04-09 13:40:25
692,Case 150,Insert ticket,2011-05-18 08:39:41
693,Case 150,Assign seriousness,2011-05-18 08:39:49
694,Case 150,Take in charge ticket,2011-05-18 08:41:36
695,Case 150,Wait,2011-05-23 15:20:54
696,Case 150,Take in charge ticket,2011-05-26 07:55:33
697,Case 150,Resolve ticket,2011-05-26 07:56:00
698,Case 150,Closed,2011-07-07 10:10:33
699,Case 151,Assign seriousness,2010-02-10 10:25:33
700,Case 151,Take in charge ticket,2010-02-10 10:33:38
701,Case 151,Resolve ticket,2010-02-10 10:33:49
702,Case 151,Closed,2010-03-13 10:30:26
703,Case 152,Assign seriousness,2012-05-18 12:08:58
704,Case 152,Take in charge ticket,2012-05-24 10:00:37
705,Case 152,Resolve ticket,2012-05-25 08:12:16
706,Case 152,Closed,2012-06-20 12:10:23
707,Case 153,Assign seriousness,2012-07-02 07:35:06
708,Case 153,Take in charge ticket,2012-07-02 11:00:33
709,Case 153,Resolve ticket,2012-07-02 11:01:29
710,Case 153,Closed,2012-08-03 07:40:13
711,Case 154,Assign seriousness,2013-01-28 10:41:57
712,Case 154,Take in charge ticket,2013-01-29 13:23:39
713,Case 154,Wait,2013-02-12 09:56:04
714,Case 154,Resolve ticket,2013-02-20 09:07:48
715,Case 154,Closed,2013-03-07 09:08:09
716,Case 155,Assign seriousness,2010-12-14 16:19:51
717,Case 155,Take in charge ticket,2010-12-17 10:45:21
718,Case 155,Wait,2010-12-23 15:26:07
719,Case 155,Take in charge ticket,2011-01-18 11:15:13
720,Case 155,Resolve ticket,2011-01-18 11:15:29
721,Case 155,Closed,2011-02-02 11:15:44
722,Case 156,Assign seriousness,2013-05-14 14:19:09
723,Case 156,Take in charge ticket,2013-05-30 06:56:35
724,Case 156,Resolve ticket,2013-05-30 07:08:15
725,Case 156,Closed,2013-06-14 07:08:33
726,Case 157,Assign seriousness,2011-05-24 07:13:23
727,Case 157,Take in charge ticket,2011-05-31 15:42:09
728,Case 157,Resolve ticket,2011-06-06 10:19:01
729,Case 157,Closed,2011-06-24 07:20:28
730,Case 158,Assign seriousness,2010-09-20 15:57:01
731,Case 158,Take in charge ticket,2010-09-21 07:45:37
732,Case 158,Resolve ticket,2010-09-21 07:53:48
733,Case 158,Closed,2010-11-12 17:01:05
734,Case 159,Assign seriousness,2011-09-21 07:12:16
735,Case 159,Take in charge ticket,2011-09-21 07:46:44
736,Case 159,Resolve ticket,2011-09-27 13:20:30
737,Case 159,Closed,2011-10-22 07:21:38
738,Case 160,Assign seriousness,2011-02-25 10:55:02
739,Case 160,Take in charge ticket,2011-02-25 13:26:45
740,Case 160,Resolve ticket,2011-02-25 13:28:30
741,Case 160,Closed,2011-04-16 10:01:15
742,Case 161,Assign seriousness,2010-08-10 07:16:09
743,Case 161,Take in charge ticket,2010-08-12 10:33:35
744,Case 161,Resolve ticket,2010-08-13 07:24:41
745,Case 161,Closed,2010-09-10 07:20:19
746,Case 162,Assign seriousness,2011-10-04 15:47:43
747,Case 162,Assign seriousness,2011-10-07 13:29:10
748,Case 162,Resolve ticket,2011-10-07 13:30:00
749,Case 162,Closed,2011-11-17 16:52:25
750,Case 163,Assign seriousness,2010-10-15 08:27:20
751,Case 163,Take in charge ticket,2010-10-27 11:46:30
752,Case 163,Resolve ticket,2010-10-27 11:46:36
753,Case 163,Closed,2010-11-28 09:30:57
754,Case 164,Assign seriousness,2010-09-28 12:44:01
755,Case 164,Take in charge ticket,2010-09-28 12:46:50
756,Case 164,Resolve ticket,2010-09-28 14:03:08
757,Case 164,Closed,2010-11-04 13:51:16
758,Case 165,Assign seriousness,2012-01-13 16:36:23
759,Case 165,Resolve ticket,2012-01-13 16:36:49
760,Case 165,Closed,2012-02-26 16:40:38
761,Case 166,Assign seriousness,2010-02-11 08:48:50
762,Case 166,Take in charge ticket,2010-02-23 16:56:28
763,Case 166,Resolve ticket,2010-02-23 16:56:36
764,Case 166,Closed,2010-03-27 08:50:35
765,Case 167,Assign seriousness,2011-11-23 14:43:38
766,Case 167,Take in charge ticket,2011-11-25 10:12:19
767,Case 167,Wait,2011-11-25 14:01:18
768,Case 167,Resolve ticket,2011-11-28 09:25:00
769,Case 167,Resolve ticket,2011-11-28 09:25:02
770,Case 167,Closed,2011-12-27 10:10:16
771,Case 168,Assign seriousness,2012-01-09 10:01:47
772,Case 168,Take in charge ticket,2012-01-09 11:20:28
773,Case 168,Resolve ticket,2012-01-09 11:21:29
774,Case 168,Closed,2012-02-22 10:10:48
775,Case 169,Assign seriousness,2013-01-28 17:05:44
776,Case 169,Resolve ticket,2013-02-13 09:43:10
777,Case 169,Closed,2013-02-28 09:43:20
778,Case 170,Assign seriousness,2012-05-02 15:54:51
779,Case 170,Take in charge ticket,2012-05-03 07:51:09
780,Case 170,Wait,2012-05-03 08:01:21
781,Case 170,Take in charge ticket,2012-05-17 07:46:38
782,Case 170,Wait,2012-05-17 07:47:13
783,Case 170,Resolve ticket,2012-05-18 07:18:57
784,Case 170,Closed,2012-06-02 07:19:04
785,Case 171,Assign seriousness,2011-08-29 14:12:48
786,Case 171,Assign seriousness,2011-08-30 09:49:49
787,Case 171,Take in charge ticket,2011-08-30 10:06:35
788,Case 171,Resolve ticket,2011-08-31 07:34:45
789,Case 171,Closed,2011-10-12 14:20:14
790,Case 172,Assign seriousness,2010-09-16 16:02:20
791,Case 172,Take in charge ticket,2010-09-21 14:03:12
792,Case 172,Resolve ticket,2010-09-27 10:08:54
793,Case 172,Closed,2010-11-14 17:00:47
794,Case 173,Assign seriousness,2010-11-15 09:15:12
795,Case 173,Assign seriousness,2010-11-15 09:15:27
796,Case 173,Take in charge ticket,2010-11-16 12:58:01
797,Case 173,Resolve ticket,2010-11-16 13:01:14
798,Case 173,Closed,2011-01-13 09:21:08
799,Case 174,Assign seriousness,2011-10-24 10:22:28
800,Case 174,Take in charge ticket,2011-11-03 15:48:18
801,Case 174,Wait,2011-11-04 16:24:35
802,Case 174,Resolve ticket,2011-11-09 14:20:52
803,Case 174,Closed,2011-12-14 09:40:33
804,Case 175,Assign seriousness,2010-10-05 07:46:59
805,Case 175,Take in charge ticket,2010-10-05 07:59:41
806,Case 175,Resolve ticket,2010-10-05 08:00:18
807,Case 175,Closed,2010-11-19 09:00:53
808,Case 176,Assign seriousness,2012-07-17 10:44:26
809,Case 176,Take in charge ticket,2012-07-17 10:44:48
810,Case 176,Resolve ticket,2012-07-18 13:11:34
811,Case 176,Closed,2012-09-01 10:50:31
812,Case 177,Assign seriousness,2012-01-18 08:12:04
813,Case 177,Take in charge ticket,2012-01-18 08:21:52
814,Case 177,Resolve ticket,2012-01-18 09:42:03
815,Case 177,Closed,2012-02-18 08:21:43
816,Case 178,Assign seriousness,2012-02-22 14:49:43
817,Case 178,Take in charge ticket,2012-02-22 14:49:52
818,Case 178,Resolve ticket,2012-02-29 09:36:49
819,Case 178,Closed,2012-03-24 14:50:18
820,Case 179,Assign seriousness,2012-04-11 13:30:07
821,Case 179,Take in charge ticket,2012-04-12 09:29:39
822,Case 179,Resolve ticket,2012-04-12 12:57:39
823,Case 179,Closed,2012-05-12 13:40:20
824,Case 180,Assign seriousness,2011-10-06 10:23:22
825,Case 180,Take in charge ticket,2011-10-06 14:07:44
826,Case 180,Resolve ticket,2011-10-06 14:31:30
827,Case 180,Closed,2011-11-19 11:30:36
828,Case 181,Assign seriousness,2011-09-29 09:51:55
829,Case 181,Resolve ticket,2011-09-30 13:14:19
830,Case 181,Closed,2011-11-01 11:00:50
831,Case 182,Assign seriousness,2010-05-20 08:31:32
832,Case 182,Take in charge ticket,2010-05-24 10:55:17
833,Case 182,Resolve ticket,2010-05-24 10:59:57
834,Case 182,Closed,2010-06-23 08:40:25
835,Case 183,Insert ticket,2010-05-19 15:08:49
836,Case 183,Assign seriousness,2010-05-20 07:53:47
837,Case 183,Take in charge ticket,2010-05-24 07:15:57
838,Case 183,Resolve ticket,2010-05-24 07:18:09
839,Case 183,Closed,2010-06-25 15:10:30
840,Case 184,Assign seriousness,2013-06-17 08:24:55
841,Case 184,Take in charge ticket,2013-06-17 08:49:07
842,Case 184,Take in charge ticket,2013-06-18 14:38:48
843,Case 184,Wait,2013-06-19 09:14:01
844,Case 184,Resolve ticket,2013-07-12 15:33:54
845,Case 184,Closed,2013-07-27 15:34:13
846,Case 185,Assign seriousness,2010-11-02 13:49:59
847,Case 185,Take in charge ticket,2010-11-03 14:06:18
848,Case 185,Wait,2010-11-03 14:06:51
849,Case 185,Take in charge ticket,2010-11-18 09:52:12
850,Case 185,Resolve ticket,2010-11-18 09:52:18
851,Case 185,Closed,2010-12-03 09:52:30
852,Case 186,Assign seriousness,2012-07-13 08:20:00
853,Case 186,Take in charge ticket,2012-07-13 13:25:40
854,Case 186,Wait,2012-07-13 13:48:10
855,Case 186,Resolve ticket,2012-07-18 07:05:36
856,Case 186,Closed,2012-09-01 08:13:21
857,Case 187,Assign seriousness,2010-10-25 13:14:08
858,Case 187,Take in charge ticket,2010-10-27 13:27:14
859,Case 187,Resolve ticket,2010-10-27 13:29:30
860,Case 187,Closed,2010-12-09 14:22:27
861,Case 188,Assign seriousness,2012-01-09 13:58:58
862,Case 188,Take in charge ticket,2012-01-09 13:59:09
863,Case 188,Resolve ticket,2012-01-10 09:03:01
864,Case 188,Closed,2012-02-09 14:00:15
865,Case 189,Assign seriousness,2010-02-02 13:49:13
866,Case 189,Assign seriousness,2010-02-02 14:04:15
867,Case 189,Take in charge ticket,2010-02-03 14:27:07
868,Case 189,Resolve ticket,2010-02-03 14:27:16
869,Case 189,Closed,2010-03-18 13:50:26
870,Case 190,Assign seriousness,2011-02-21 15:36:25
871,Case 190,Take in charge ticket,2011-02-21 16:44:27
872,Case 190,Resolve ticket,2011-03-03 14:26:19
873,Case 190,Closed,2011-04-02 14:15:17
874,Case 191,Assign seriousness,2013-05-27 08:03:42
875,Case 191,Assign seriousness,2013-05-27 08:03:54
876,Case 191,Take in charge ticket,2013-05-27 10:17:58
877,Case 191,Resolve ticket,2013-07-02 07:27:38
878,Case 191,Closed,2013-07-17 07:27:56
879,Case 192,Assign seriousness,2013-07-04 10:02:50
880,Case 192,Assign seriousness,2013-07-04 10:08:34
881,Case 192,Take in charge ticket,2013-07-04 10:10:10
882,Case 192,Resolve ticket,2013-07-18 13:02:35
883,Case 192,Closed,2013-08-02 13:02:53
884,Case 192,Take in charge ticket,2013-08-05 07:50:34
885,Case 192,Resolve ticket,2013-08-09 10:29:51
886,Case 192,Closed,2013-08-24 10:30:08
887,Case 193,Assign seriousness,2013-04-12 07:32:41
888,Case 193,Take in charge ticket,2013-04-22 07:06:20
889,Case 193,Wait,2013-04-22 07:12:11
890,Case 193,Resolve ticket,2013-04-29 10:31:09
891,Case 193,Closed,2013-05-14 10:31:25
892,Case 194,Assign seriousness,2012-02-08 11:28:03
893,Case 194,Take in charge ticket,2012-02-10 10:28:30
894,Case 194,Resolve ticket,2012-03-05 11:31:08
895,Case 194,Closed,2012-03-20 11:31:31
896,Case 195,Assign seriousness,2010-09-21 10:53:00
897,Case 195,Take in charge ticket,2010-09-23 09:25:07
898,Case 195,Wait,2010-09-27 10:09:43
899,Case 195,Take in charge ticket,2010-09-29 07:06:22
900,Case 195,Wait,2010-09-29 08:04:55
901,Case 195,Take in charge ticket,2010-09-29 12:29:35
902,Case 195,Resolve ticket,2010-09-29 12:29:47
903,Case 195,Closed,2010-11-13 13:30:16
904,Case 196,Assign seriousness,2011-11-16 10:45:30
905,Case 196,Take in charge ticket,2011-11-17 13:31:33
906,Case 196,Resolve ticket,2011-11-17 13:32:09
907,Case 196,Closed,2011-12-30 10:50:28
908,Case 197,Assign seriousness,2012-06-01 08:18:57
909,Case 197,Take in charge ticket,2012-06-04 07:56:22
910,Case 197,Resolve ticket,2012-06-04 09:46:33
911,Case 197,Resolve ticket,2012-06-04 09:46:33
912,Case 197,Closed,2012-07-11 08:20:27
913,Case 198,Assign seriousness,2011-04-28 13:46:15
914,Case 198,Take in charge ticket,2011-04-28 13:46:46
915,Case 198,Resolve ticket,2011-05-09 15:43:48
916,Case 198,Closed,2011-06-14 10:13:10
917,Case 199,Take in charge ticket,2011-12-13 15:45:50
918,Case 199,Resolve ticket,2011-12-14 10:27:28
919,Case 199,Closed,2012-01-13 15:50:26
920,Case 200,Assign seriousness,2012-04-12 14:59:24
921,Case 200,Take in charge ticket,2012-04-13 15:07:02
922,Case 200,Resolve ticket,2012-04-16 13:40:01
923,Case 200,Closed,2012-05-20 15:00:40
924,Case 201,Assign seriousness,2011-08-22 07:06:31
925,Case 201,Take in charge ticket,2011-08-22 09:14:28
926,Case 201,Resolve ticket,2011-08-22 09:31:48
927,Case 201,Closed,2011-09-22 07:10:16
928,Case 202,Assign seriousness,2013-04-19 14:31:08
929,Case 202,Take in charge ticket,2013-04-19 14:55:31
930,Case 202,Wait,2013-04-19 15:15:44
931,Case 202,Resolve ticket,2013-05-14 12:39:59
932,Case 202,Closed,2013-05-29 12:40:19
933,Case 203,Assign seriousness,2010-06-11 10:18:02
934,Case 203,Take in charge ticket,2010-06-11 12:22:40
935,Case 203,Resolve ticket,2010-06-16 08:04:16
936,Case 203,Closed,2010-07-14 10:20:16
937,Case 204,Assign seriousness,2011-10-31 15:30:39
938,Case 204,Take in charge ticket,2011-10-31 15:30:50
939,Case 204,Resolve ticket,2011-11-02 13:41:11
940,Case 204,Closed,2011-12-14 15:40:32
941,Case 205,Assign seriousness,2010-12-07 11:10:52
942,Case 205,Take in charge ticket,2010-12-09 11:19:43
943,Case 205,Wait,2010-12-20 14:24:30
944,Case 205,Take in charge ticket,2010-12-21 13:36:16
945,Case 205,Resolve ticket,2010-12-21 14:31:29
